MM Index|Meaning|Type|Explanation|Rules|Example|Opposite|Synonym
10250|jeter, lancer|VruiT|||||
10251|faire face à a défaite, abandonner|VruiT|||||
10252|consoler, réconforter|VruiT|||||
10253|lécher, lapper, sucer (bonbon)|VruiT|||||
10254|exposer, présenter, mettre en place, aligner, ranger, arranger, mettre en rang, disposer en ligne|VruiT|||||
10255|énumérer, dénombrer, détailler, décomposer (en éléments constitutifs)|VruiT|||||
10256|être égal (à), être semblable (à), être aussi bon (que)|VruiT|||||
10257|s'habituer à, se familiariser avec, s'accoutumer, se faire à|VruiI|||||
10258|devenir compétent dans, devenir expérimenté en|VruiI|||||
10259|devenir apprivoisé, devenir domestiqué|VruiI|||||
10260|lustrer, masser|VruiT|||||
10261|bouillir, cuisiner|VruiT|||||
10262|envoyer (sur les ondes, etc.)|VruiT|||||
10263|tromper, mener en bateau, faire marcher|VruiT|||||
10264| (chanter) avec (un accompagnement musical)|VruiT|||||
10265|laisser (quelqu'un) participer|VruiT|||||
10266|exciter (quelqu'un)|VruiT|||||
10267|publier (un article), mettre (une annonce)|VruiT|||||
10268|mouiller|VruiI|||||
10269|être différé, être en retard, retarder|VruiI|||||
10270|céder, se briser, se casser, se rompre, se fracturer|VruiI|||||
10271|être plié|VruiI|||||
10272|se plier à, céder, reculer, faire marche arrière, se soumettre|VruiI|||||
10273|tourner (dans un virage)|VruiI|||||
10274|descendre (par ex. d'une montagne)|VruiI|||||
10275|se désister, se retirer, abandonner, quitter|VruiI|||||
10276|être accordé, être émis, être donné|VruiI|||||
10277|se former (de la gelée, la rosée, la brume, etc.)|VruiI|||||
10278|être excréter (ex. les vers du corps après prise d'un vermifuge)|VruiI|||||
10279|enseigner, apprendre, instruire|VruiT|||||
10280|dire, informer|VruiT|||||
10281|prêcher|VruiT|||||
10282|avoir peur de, craindre|VruiT|||||
10283|fixer, décider|VruiT|||||
10284|accrocher, suspendre, porter (par ex. une décoration)|VruiT|||||
10285|abaisser, diminuer, réduire|VruiT|||||
10286|reculer, faire reculer, rétrograder, déclasser|VruiT|||||
10287|débarrasser (des plats), desservir (une table), retirer (de la nourriture, etc. d'une table ou d'un autel)|VruiT|||||
10288|déchirer, mettre en pièces, rompre|VruiI|||||
10289|déranger, empêcher, gêner, inquiéter, troubler|VruiT|||||
10290|tenir à distance , endiguer, enrayer|VruiT|||||
10291|éduquer, élever, s'occuper de|VruiT|||||
10292|former, enseigner, éduquer|VruiT|||||
10293|promouvoir la croissance de, cultiver, favoriser, développer|VruiT|||||
10294|traverser, passer à côté, outrepasser|VruiI|||||
10295|passer (pour le temps), s'écouler|VruiI|||||
10296|arrivé à terme, être terminé, être écoulé, avoir expiré|VruiI|||||
10297|dépasser, surpasser, être au dessus|VruiI|||||
10298|ne pas être plus que...|VruiI|||||
10299|être trop..., être en excès, être excessif, exagérer|VruiI|||||
10300|exceller, prédominer, surpasser|VruiI|||||
10301|emmagasiner, stocker|VruiT|||||
10302|avoir une barbe, faire pousser une barbe|VruiT|||||
10303|accumuler, amasser, stocker, entreposer|VruiT|||||
10304|laisser impayé|VruiT|||||
10305|devoir rester au lit (pour une maladie, etc.), être cloué au lit|VruiI|||||
10306|mourir|VruiI|||||
10307|faire faillite, être ruiné, avoir une mauvaise dette|VruiI|||||
10308|être vaincu (dans un jeu)|VruiI|||||
10309|être suffisant, suffire|VruiI|||||
10310|mériter de, valoir la peine de|VruiI|||||
10311|suffire, être suffisant, répondre, faire|VruiI|||||
10312|sauver, secourir|VruiT|||||
10313|aider, assister|VruiT|||||
10314|aider, contribuer (financièrement)|VruiT|||||
10315|faciliter, stimuler|VruiT|||||
10316|construire|VruiT|||||
10317|se dénouer, se résoudre, être résolu|VruiI|||||
10318|se délier, se dénouer|VruiI|||||
10319|être supprimé (par ex.une restriction), être dissipé (par ex. un malentendu), être brisé (par ex. un sort, une malédictions)|VruiI|||||
10320|fondre|VruiI|||||
10321|se détacher, être enlevé, être retiré|VruiI|||||
10322|disparaître (pour la douleur, la fièvre, etc.)|VruiI|||||
10323|être pris, être récolté|VruiI|||||
10324|être interprété (comme), être considéré comme|VruiI|||||
10325|être atteint (par ex. pour un équilibre)|VruiI|||||
10326|être obtenu|VruiI|||||
10327|échanger, remplacer|VruiT|||||
10328|fourrer dans, tasser, entasser, bourrer, emballer, empaqueter, remplir, farcir, bloquer, boucher, coincer|VruiT|||||
10329|raccourcir, rétrécir, resserer, rapprocher|VruiT|||||
10330|mettre quelqu'un aux abois, mettre quelqu'un dans une situation difficile|VruiT|||||
10331|réduire (les dépenses), économiser|VruiT|||||
10332|se concentrer intensément sur, se forcer à faire, faire des efforts pour|VruiT|||||
10333|mettre au point (des détails)|VruiT|||||
10334|être en service, être affecté|VruiT|||||
10335|mater (en part. le roi de l'adversaire au shogi), piéger, faire échec et mat|VruiT|||||
10336|couper (son doigt pour présenter ses excuses), pincer (son doigt dans une porte, etc.)|VruiT|||||
10337|poursuivre..., continuer à faire... sans interruption|VruiT|||||
10338|faire... complètement, faire... soigneusement|VruiT|||||
10339|s'efforcer (de), essayer, lutter, faire un effort, se dépenser pour, se donner de la peine, être assidu, être engagé (à faire quelque chose)|VruiT|||||
10340|accentuer, fortifier, renforcer, souligner|VruiT|||||
10341|continuer, entretenir, maintenir, soutenir|VruiI|||||
10342|s'embrancher, bifurquer, diverger|VruiI|||||
10343|se séparer, se partager, se diviser|VruiI|||||
10344|se disperser, s'éparpiller|VruiI|||||
10345|diviser, partager, séparer, classifier, trier|VruiT|||||
10346|partager, distribuer|VruiT|||||
10347|distinguer, discriminer, différencier (entre)|VruiT|||||
10348|mettre fin à (un combat), s'interposer, négocier, servir de médiateur|VruiT|||||
10349|faire match nul|VruiT|||||
10350|se frayer un chemin à travers (la foule)|VruiT|||||
10351|vendre|VruiT|||||
10352|se déchirer, se briser, se casser, se rompre, s'user|VruiI|||||
10353|être rompu (pour des négociations, etc.), s'effondrer, tomber en ruine|VruiI|||||
10354|être brulé, être rôti, être chauffé, être bronzé, se décolorer (au soleil), rougeoyer (c.-à-d. pour le ciel au coucher du soleil)|VruiI|||||
10355|être jaloux, être envieux|VruiI|||||
10356|arrêter (une activité), cesser, interrompre, mettre fin à, terminer|VruiT|||||
10357|annuler, abandonner, renoncer à, abolir, s'abstenir de|VruiT|||||
10358|répondre, satisfaire, accepter, suivre, se conformer à, postuler pour|VruiI|||||
10359|grossir, prendre du poids|VruiI|||||
10360|devenir fertile (terrain)|VruiI|||||
10361|avoir bon goût, avoir du discernement|VruiI|||||
10362|comparer visuellement|VruiT|||||
10363|tenir dans sa bouche|VruiT|||||
10364|perdre, être vaincu|VruiT|||||
10365|succomber, reconcer, se rendre, céder|VruiT|||||
10366|être inférieur à|VruiT|||||
10367|développer une éruption cutanée due à (par ex. de la laque, un rasage, etc.)|VruiT|||||
10368|réduire le prix, baisser le prix, faire une réduction, accorder un rabais, ajouter gratuitement (quelque chose de plus)|VruiT|||||
10369|établir, créer, fonder, ouvrir|VruiT|||||
10370|négliger (par ex. son travail)|VruiI|||||
10371|ressembler, tenir de|VruiI|||||
10372|être similaire (en statut, en condition, etc.), être proche, être semblable, être pareil, être analogue, être apparenté|VruiI|||||
10373|tenir dans la main|VruiT|||||
10374|éviter (la situation)|VruiT|||||
10375|conjurer, parer, prévenir|VruiT|||||
10376|corriger, falsifier, rectifier|VruiT|||||
10377|pousser dans, enfoncer dans, enterrer dans, creuser dans|VruiT|||||
10378|faire... vigoureusement|VruiT|||||
10379|faire (un bruit), démarrer (une rumeur), soulever (un nuage de poussière, etc.)|VruiT|||||
10380|faire, établir, mettre en place, développer, formuler|VruiT|||||
10381|déclarer (un candidat politique), en faire (son chef)|VruiT|||||
10382|traiter avec respect, donner (à quelqu'un) ce qui lui est dû, rendre (quelqu'un) attractif, éviter d'embarrasser (quelqu'un)|VruiT|||||
10383|affiner, préciser|VruiT|||||
10384|fermer, clore|VruiT|||||
10385|faire du thé (matcha), effectuer la cérémonie du thé|VruiT|||||
10386|diviser par|VruiT|||||
10387|dissoudre, dégeler, fondre, fusionner|VruiI|||||
10388|travailler (pour), être employé (par), servir (dans l'armée par ex.)|VruiT|||||
10389|servir (en tant que), agir (en tant que), assurer (le poste de), jouer le rôle (de)|VruiT|||||
10390|célébrer un service religieux|VruiT|||||
10391|être divisé, quitter, se séparer (surtout pour les personnes), faire ses adieux|VruiI|||||
10392|échouer, perdre (un combat, un jeu, un match)|VruiI|||||
10393|démissionner, se retirer, quitter (son emploi, etc.)|VruiT|||||
10394|examiner|VruiT|||||
10395|regarder attentivement|VruiT|||||
10396|s'appuyer sur, mettre son poids sur|VruiT|||||
10397|s'assombrir|VruiI|||||
10398|se terminer, arriver à sa fin, fermer, s'épuiser|VruiI|||||
10399|être plongé (par ex. dans le désespoir), être perdu|VruiI|||||
10400|changer en mal, prendre une autre forme pour se déguiser, se transformer|VruiI|||||
10401|se réveiller|VruiI|||||
10402|sortir, tomber, être omis, manquer, s'échapper, se détacher|VruiI|||||
10403|s'estomper, se décolorer|VruiI|||||
10404|porter |VruiI|||||
10405|quitter (par ex. une réunion)|VruiI|||||
10406|être clair, être transparent (par ex. le ciel)|VruiI|||||
10407|être stupide, être distrait, être négligent, être inattentif|VruiI|||||
10408|sortir (d'une boucle de programme)|VruiI|||||
10409|traverser, passer par, passer à travers|VruiI|||||
10410|être à moitié endormi, être seulement à motié réveillé|VruiI|||||
10411|élever, augmenter, hausser, surélever|VruiT|||||
10412|couler, enfoncer, immerger, submerger|VruiT|||||
10413|être épuisé, maigrir, s'affaiblir|VruiI|||||
10414|être brutal, être en rage, être furieux, être violent, agir violemment, se débattre, se déchaîner|VruiI|||||
10415|donner un abri à, loger, accueillir, héberger|VruiT|||||
10416|passer, passer à travers|VruiI|||||
10417|s'échapper|VruiI|||||
10418|balancer, faire osciller, suspendre|VruiT|||||
10419|aboyer, beugler, crier, hurler, mugir, rugir|VruiI|||||
10420|attacher, lier, fixer, serrer|VruiT|||||
10421|porter (une cravate, une ceinture), mettre, enfiler|VruiT|||||
10422|totaliser, additionner|VruiT|||||
10423|être ferme avec|VruiT|||||
10424|économiser, réduire|VruiT|||||
10425|saler, mariner, mettre en saumure, faire des sushis avec un mélange de vinaigre et de sel|VruiT|||||
10426|annoncer, faire savoir, notifier|VruiT|||||
10427|dire, informer de, faire savoir que, exprimer, offrir, présenter (des salutations, des félicitations, etc.)|VruiT|||||
10428|faire|VruiT|||||
10429|confirmer, s'assurer de, vérifier|VruiT|||||
10430|se salir, devenir sale|VruiI|||||
10431|devenir souillé, devenir corrompu, perdre sa chasteté|VruiI|||||
10432|se salir (qqch)|VruiI|||||
10433|être écrasé, se briser, se casser|VruiI|||||
10434|fendre, fissurer, être déchir, se cliver|VruiI|||||
10435|être divisé, fendre|VruiI|||||
10436|être dévoilé, être découvert, être identifié, être établi, devenir clair|VruiI|||||
10437|donner, offrir|VruiT|||||
10438|soulever, élever, monter|VruiT|||||
10439|envoyer, expédier, livrer|VruiT|||||
10440|déclarer, faire une déclaration, rapporter, notifier, signaler, déposer un avis (aux autorités), donner un avis, s'inscrire|VruiT|||||
10441|visiter, aller voir, rendre visite à|VruiT|||||
10442|refroidir, se rafraîchir (temps), se refroidir|VruiI|||||
10443|emmener, mener|VruiT|||||
10444|arrêter, attraper, capturer|VruiT|||||
10445|changer (de train), faire un changement|VruiT|||||
10446|changer d'avis, passer à autre chose (par ex. une nouvelle histoire d'amour), changer de méthodes, changer de façon de penser|VruiT|||||
10447|secouer, osciller, vaciller|VruiI|||||
10448|regarder vers le haut, regarder en l'air, lever les yeux|VruiI|||||
10449|admirer, respecter|VruiI|||||
10450|grandir, pousser, surgir, jaillir, germer|VruiI|||||
10451|faire (ses dents)|VruiI|||||
10452|produire, provoquer, causer|VruiT|||||
10453|résulter de, provenir, être généré|VruiT|||||
10454|fixer ses yeux sur, regarder attentivement, regarder fixement|VruiT|||||
10455|élever, soulever, lever|VruiT|||||
10456|flatter, exalter, vanter, faire l'éloge, porter aux nues|VruiT|||||
10457|(bien) se vendre|VruiI|||||
10458|être très connu, être populaire, être célèbre|VruiI|||||
10459|en faire l'utilisation, utiliser|VruiT|||||
10460|élargir, étaler, étendre, étirer, agrandir, propager|VruiT|||||
10461|déplier, ouvrir, dérouler, déballer|VruiT|||||
10462|disperser, répandre|VruiT|||||
10463|faire prospérer|VruiT|||||
10464|tourner vers, pointer|VruiT|||||
10465|ramasser, prendre, saisir|VruiT|||||
10466|adopter, accueillir, agréer, admettre, accepter, écouter|VruiT|||||
10467|saisir, retirer, confisquer, déposséder, priver, disqualifier|VruiT|||||
10468|accoucher|VruiT|||||
10469|achever, finir, terminer|VruiT|||||
10470|obtenir son diplôme|VruiT|||||
10471|avancer, faire progresser, promouvoir|VruiT|||||
10472|assembler, construire|VruiT|||||
10473|être ouvert (à la circulation), conduire à, communiquer (avec)|VruiI|||||
10474|couler, passer à travers|VruiI|||||
10475|être compris, être entendu|VruiI|||||
10476|être honoré, être bon|VruiI|||||
10477|bien connaitre, être expert en, être fort en, être bien informé, être au courant de|VruiI|||||
10478|communiquer clandestinement, rester en contact (par ex. avec l'ennemi)|VruiI|||||
10479|avoir une liaison, être intime|VruiI|||||
10480|se répandre largement, se diffuser|VruiI|||||
10481|atteindre, toucher|VruiT|||||
10482|exposer|VruiT|||||
10483|appliquer (par ex. un patch), mettre sur, mettre contre, tenir, tenir contre|VruiT|||||
10484|attribuer, faire appel à quelqu'un (par ex. en classe)|VruiT|||||
10485|deviner (une réponse)|VruiT|||||
10486|gagner (par ex. à la loterie)|VruiT|||||
10487|nommer (à un poste), ordonner|VruiT|||||
10488|posséder (tout ce qui est nécessaire), être doté de, être armé de|VruiT|||||
10489|être né avec, avoir depuis la naissance|VruiT|||||
10490|apparaître, se dévoiler, devenir visible, surgir, se réaliser, se révéler, s'incarner, se matérialiser|VruiI|||||
10491|s'exprimer (par ex. des émotions), se manifester (par ex. des tendances, des effets)|VruiI|||||
10492|être orageux, être agité|VruiI|||||
10493|être ruiné, tomber en ruine|VruiI|||||
10494|être de mauvaise humeur, être énervé, être hérissé, être irrité, se mettre en colère, perdre son sang froid|VruiI|||||
10495|finir, terminer, mettre fin à|VruiT|||||
10496|donner (son avis), exprimer (son opinion)|VruiT|||||
10497|étirer, grandir, s'étirer, se prolonger, se répandre|VruiI|||||
10498|progresser, pousser (barbe, taille)|VruiI|||||
10499|rassir (soba)|VruiI|||||
10500|être redressé, être aplati, être lissé|VruiI|||||
10501|être fatigué, être épuisé|VruiI|||||
10502|être retardé, être prolongé|VruiI|||||
10503|trembler, secouer, frémir, tressaillir|VruiI|||||
10504|exhorter, presser, harceler|VruiT|||||
10505|torturer, tourmenter, persécuter|VruiT|||||
10506|dresser (un cheval)|VruiT|||||
10507|occuper, tenir|VruiT|||||
10508|représenter, composer, remplir|VruiT|||||
10509|confier (par ex. une tache) à quelqu'un d'autre, en référer à, s'en remettre à|VruiT|||||
10510|laisser faire passivement selon les facultés de quelqu'un d'autre|VruiT|||||
10511|laisser suivre son cours naturel|VruiT|||||
10512|continuer (quelque chose) de façon naturelle (sans but particulier)|VruiT|||||
10513|compter totalement sur (sa pleine puissance, sa grande capacité, un temps considérable) pour faire quelque chose|VruiT|||||
10514|brûler, être incendié, être mis à feu|VruiI|||||
10515|clore, fermer|VruiT|||||
10516|enfouir (par ex. dans la terre), ensevelir, enterrer|VruiT|||||
10517|remplir (par ex. le public remplit une salle), amener à être plein|VruiT|||||
10518|colmater, boucher, combler (une différence, un écart), remplir (un siège, un poste vacant), compléter|VruiT|||||
10519|compenser (une perte, une pénurie, etc.), faire amende honorable, indemniser|VruiT|||||
