MM Index|Meaning|Type|Explanation|Rules|Example|Opposite|Synonym
18969|enterrar, soterrar, rellenar, cubrir, paliar|VruiT|||||
18970|dar, regalar, recompensar|VruiT|||||
18971|pasar (una varible de una función)|VruiT|||||
18972|discutir, debatir|VruiT|||||
18973|tomar, apoderarse de, lograr, guardar, suprimir, guardar, finalizar, concluir|VruiT|||||
18974|combinar dos roles, estar imposibilitado, descartar|VruiT|||||
18975|demandar, acusar|VruiT|||||
18976|echar de menos, añorar, extrañar, anhelar, ansiar, admirar, suspirar por, sertirse atraído por|VruiI|||||
18977|aburrirse, hartarse, tener suficiente|VruiI|||||
18978|sugerir, recomendar, ofrecer, recomendar, aconsejar, recomendar, incitar, estimular, instigar|VruiT|||||
18979|estar bendecido con, estar dotado de|VruiI|||||
18980|inundar, rebosar, desbordar|VruiI|||||
18981|unir, reunir, completar|VruiT|||||
18982|resignarse, desistir, rendirse, abandonar|VruiT|||||
18983|ahogarse, zozobrar, abandonarse|VruiI|||||
18984|hervir|VruiT|||||
18985|estar terminado, estar listo, completarse, quedar listo, lograrse|VruiI|||||
18986|producirse, ocasionarse, presentarse, brotar|VruiI|||||
18987|ponerse ropa|VruiT|||||
18988|chapar, dorar, enchapar|VruiT|||||
18989|acusar (de un crimen), dar (un mal nombre)|VruiT|||||
18990|introducir, meter, implementar, adoptar|VruiT|||||
18991|adaptar, ajustar, aplicar, ajustar, encajar, subsumir|VruiT|||||
18992|incluir|VruiT|||||
18993|acercar, arrimar, dedicar, enviar|VruiT|||||
18994|entender, reconocer|VruiT|||||
18995|imitar, copiar, emular|VruiT|||||
18996|enfriarse, desgastarse, disminuir, hundirse, humedecerse, desinteresarse, bajar la fiebre|VruiI|||||
18997|acostumbrarse a ver|VruiI|||||
18998|transcurrir, separarse, estar separado por|VruiT|||||
18999|pasar hambre, estar hambriento|VruiI|||||
19000|atacar|VruiT|||||
19001|aceptar (decír que sí)|VruiT|||||
19002|acortar, recortar, reducir|VruiT|||||
19003|soportar, permanecer, aguantar|VruiT|||||
19004|soportar, permanecer, aguantar, resistir, aguantar, soportar|VruiI|||||
19005|amarrar, sujetar, conectar, transferir (llamada telefónica)|VruiT|||||
19006|quedarse en quiebra, bancarrota|VruiI|||||
19007|cubrir, forrar, enfundar, echar|VruiT|||||
19008|acariciar|VruiT|||||
19009|asombrarse, pasmarse|VruiI|||||
19010|entrar, insertar, ponerse (ropa)|VruiT|||||
19011|hacer el amor, empotrar, encajar, entrampar, embaucar|VruiT|||||
19012|echar abajo, derribar, bajar, reducir, retirar|VruiT|||||
19013|prosperar, florecer|VruiI|||||
19014|conceder (petición, deseo)|VruiT|||||
19015|aflojar, relajar, distender, suavizar, aflojar|VruiT|||||
19016|suspender, dar alivio|VruiT|||||
19017|inclinar, ladear|VruiT|||||
19018|aguardar, abstenerse, contenerse|VruiI|||||
19019|meter, insertar, incluir, retacar|VruiT|||||
19020|instalar, obtener, pedir, ordenar|VruiT|||||
19021|atrapar, tomar, detener|VruiT|||||
19022|profundizar, elevar, intensificar|VruiT|||||
19023|ordenar|VruiT|||||
19024|preparar, disponer, ajustar, preparar, arreglar, juntar(fondos)|VruiT|||||
19025|combinar, mezclar, asociar, unir|VruiT|||||
19026|cambiar, girar, pasar|VruiI|||||
19027|afianzarse, basarse|VruiT|||||
19028|llenar (un hueco, etc.), taparse, enterrar, ocupar|VruiT|||||
19029|averiguar (indagar, interrogar)|VruiI|||||
19030|adjuntar, adherir, acompañar, unir|VruiT|||||
19031|incrementar, elevar|VruiT|||||
19032|retirar, dejar, sacar|VruiT|||||
19033|retirarse, regresar a casa|VruiT|||||
19034|incrementar, elevar, subir|VruiT|||||
19035|sacar, dejar, retirar|VruiT|||||
19036|regresar a casa|VruiT|||||
19037|incrementar, elevar|VruiT|||||
19038|dejar, sacar, retirar|VruiT|||||
19039|regresar a casa|VruiT|||||
19040|aplacar, controlar, restringir, aplastar|VruiT|||||
19041|perseguir, correr detrás de, seguir|VruiT|||||
19042|creer|VruiT|||||
19043|responder, contestar|VruiI|||||
19044|ser llamado, ser convocado|VruiI|||||
19045|ser juguetón, humorístico, jugar, divertise, bromear, juguetear, retozar|VruiI|||||
19046|flirtear, coquetear, juguetear, enredar, tontear, retozar, travesear, triscar, flirtear, bromear|VruiI|||||
19047|desconcertarse, atolondrarse, turbarse, perder los papeles, azorarse|VruiI|||||
19048|llenarse|VruiI|||||
19049|subir (la marea)|VruiI|||||
19050|madurar, expirar|VruiI|||||
19051|portarse como un niño mimado, hacer arrumacos, adular, lisonjear, depender y abusar de la generosidad de alguien|VruiI|||||
19052|emprender, aceptar, tomar(lección, examen), experimentar, agarrar(ej. una pelota), hacerse popular|VruiT|||||
19053|unir con clavos, clavar, remachar, finalizar un espectáculo, matar con la espada, matar con la lanza|VruiT|||||
19054|golpear, chocar, aventar en la cara|VruiT|||||
19055|acordar, concertar, apalabrar, concertar de antemano, ponerse de acuerdo con antelación, disponer, arreglar, planear, planificar, golpear una cosa contra otra, discutir planes|VruiT|||||
19056|lanzar, culminar, poner en órbita|VruiT|||||
19057|confesar, abrirse, divulgar, confiar secretos|VruiT|||||
19058|curvear la punta hacia arriba, botar, sablear, atropellar|VruiT|||||
19059|saltar, brincar, rebotar, salpicar, terminar|VruiI|||||
19060|ser tímido, sentirse torpe|VruiI|||||
19061|separarse de, dejar, irse, marcharse|VruiI|||||
19062|marcharse, liberarse|VruiI|||||
19063|continuar a hacer, persistir en hacer|VruiT|||||
19064|estar ansioso, sopesar|VruiT|||||
19065|agrupar, ordenar, consolidar|VruiT|||||
19066|teñir, colorear|VruiT|||||
19067|perder cabello|VruiI|||||
19068|venir fuera, ser gastado, palidecer, apagarse, descolorear, desteñir|VruiI|||||
19069|hacer frente, estar opuesto, combinar, conectar, sumar, mezclar, hacer juego con, superponer, comparar, comprobar con|VruiT|||||
19070|poner especial atención en, tener en mente, tener presente, tener en cuenta, tener en mente, procurar, intentar|VruiT|||||
19071|cambiar (ropa)|VruiT|||||
19072|perder (tren, autobús)|VruiT|||||
19073|freír, sofreír, dorar, saltear|VruiT|||||
19074|estropear, herir, dañar, dañar, lesionar, lastimar, causar dolor, hacer sufrir, atormentar, mortificar, afligir|VruiT|||||
19075|forjar, fraguar, entrenar, fortalecer|VruiT|||||
19076|interpretar, ejecutar, representar|VruiT|||||
19077|interpretar, ejecutar, representar|VruiT|||||
19078|dirigir la palabra a, empezar a hablar, dirigirse a una persona, hablar (para alguien)|VruiT|||||
19079|empezar, colocar (una trampa)|VruiT|||||
19080|reprobar, censurar, regañar, reprender|VruiT|||||
19081|atrapar, capturar, arrestar|VruiT|||||
19082|darse cuenta, comprender|VruiT|||||
19083|empapar, humedecer, encurtir|VruiT|||||
19084|asignar, repartir|VruiT|||||
19085|razonar, dividir, separar|VrugT|||||
19086|enganchar, golpearse, aventarse|VruiT|||||
19087|olvidar, abandonar|VruiT|||||
19088|herir, daño, estropear, lastimar, desgraciar, herir, lastimar, dañar, ofender|VruiT|||||
19089|preparar, confeccionar|VruiT|||||
19090|parar, detener, frenar, moderar, aplacar, mitigar, parar, detener (algo), cesar, renunciar, ponerle fin a|VruiT|||||
19091|responder, contestar, dar en el blanco, tomar su peaje, recompensar|VruiI|||||
19092|fijar, posar, poner|VruiT|||||
19093|alzar, ofrecer, dedicar|VruiT|||||
19094|apretar, empujar, forzar, obligar|VruiT|||||
19095|intercambiar miradas, mirarse unos a otros|VruiT|||||
19096|posponer, suspender operaciones, abstenerse (de realizar una acción)|VruiT|||||
19097|verificar, evidenciar|VruiT|||||
19098|despedazarse, pulverizarse, triturarse, molerse, desmenuzarse, desintegrarse, romperse en pedazos|VruiI|||||
19099|reflexionar|VruiT|||||
19100|completar, formar, fabricar|VruiT|||||
19101|levantarse, ponerse en pie, alzarse|VrugI|||||
19102|desistir, desahuciar|VrugT|||||
19103|agotarse, consumirse|VruiI|||||
19104|cambiar, renovar|VruiT|||||
19105|mutilar, lisiar, cercenar, cortar|VruiT|||||
19106|forma pasiva u honorífica del verbo "suru"|VruiI|||||
19107|agruparse, juntarse en manada|VruiI|||||
19108|perjudicar, afectar|VruiI|||||
19109|extender, presentar, ofrecer|VruiT|||||
19110|confundirse, estar desordenado, estar inquieto|VruiI|||||
19111|saludar|VruiT|||||
19112|debilitar|VruiT|||||
19113|imitar, copiar, falsificar|VruiT|||||
19114|informar, reportar|VruiT|||||
19115|seleccionar, clasificar, ordenar|VruiT|||||
19116|perderse, extraviase|VruiI|||||
19117|reescribir, sobreescribir, renovar, transferir|VruiT|||||
19118|colocar (en relación al todo), alinear, posicionar, localizar|VruiT|||||
19119|hacer demasiado|VruiI|||||
19120|lograr, realizar, acabar, terminar, cumplir, lograr, conseguir, alcanzar|VruiT|||||
19121|nombrar, dar un nombre|VruiT|||||
19122|dañar, mermar, fallar|VruiT|||||
19123|forzar, compeler|VruiT|||||
19124|respetar, honrar, estimar, apreciar|VruiT|||||
19125|ser conocido, salir a la luz, ser descubierto|VruiI|||||
19126|discutir, debatir|VruiT|||||
19127|llevar o traer puesto, llevar, encargarse, tener, cargar con, estar teñido con, tener una traza de|VruiT|||||
19128|hacer redondo, redondear, envolver, arrollar, seducir, adular, justificar|VruiT|||||
19129|suavizar, atemperar, mitigar|VruiT|||||
19130|detener, comprobar, contener, detener, comprobar, contenerse, detener, comprobar, reprimir|VruiT|||||
19131|suprimir, detener, atrapar, asegurar|VruiT|||||
19132|sentir|VruiI|||||
19133|vincular, juntar, asociar|VruiT|||||
19134|atravesar, cruzar|VruiI|||||
19135|ser interrumpido|VruiI|||||
19136|interrumpirse, terminarse|VruiI|||||
19137|manipular, manejar, poner manos a la obra|VruiT|||||
19138|visitar|VruiT|||||
19139|cambiar, alterar, reformar, revisar, renovar, reformar, examinar, investigar, cambiar, alterar, reformar, revisar|VruiT|||||
19140|palidecer, ponerse pálido|VruiI|||||
19141|nombrar, mandar, ordenar|VruiT|||||
19142|arreglar (flores), viviente, vivo, arreglar(flores)|VruiT|||||
19143|hacer (a alguien) encontrarse|VruiT|||||
19144|exponer a, someter a, hacer que alguien se reúna, exponer a, someter a|VruiT|||||
19145|fatigarse, fastidiarse|VruiI|||||
19146|añadir, sumar, agregar|VruiT|||||
19147|investigar completamente, dominar, extremar, dominar, llevar al límite, llevar al máximo, extremar, llevar a término, concluir, terminar, decidir, establecer, fijar|VruiT|||||
19148|curarse, recuperarse, restablecerse|VruiI|||||
19149|encargar, encomendar|VruiT|||||
19150|ser aceptado, recibir (una aplicación)|VruiT|||||
19151|terminar, acabar, completar|VruiT|||||
19152|repartir, distribuir|VruiT|||||
19153|descolorarse|VruiI|||||
19154|enrudecer, endurecer, poner agresivo|VruiT|||||
19155|verter|VruiT|||||
19156|acercar, arrimar|VruiT|||||
19157|acercar, aproximar|VruiT|||||
19158|despedazarse, trizarse|VruiI|||||
19159|rizarse, arrugarse|VruiI|||||
19160|palidecer, descolorarse, achocharse|VruiI|||||
19161|achocharse, perder la lucidez|VruiI|||||
19162|guiar, conducir, dirigir, encabezar|VruiT|||||
19163|recompensa, reembolsar|VruiI|||||
19164|hincharse, inflarse, abultarse, ensancharse|VruiI|||||
19165|servir, trabajar para|VruiI|||||
19166|avergonzarse (tener o sentir vergüenza o pena), avergonzarse, sentir vergüenza, tener vergüenza, ruborizarse, abochornarse|VruiI|||||
19167|brillar, verse atractivo, verse bien, brillar, verse bonito|VruiI|||||
19168|perderse, extraviarse|VruiI|||||
19169|colgar (algo) en (algo), ponerse ropa|VruiT|||||
19170|enganchar, atrapar, entrampar|VruiT|||||
19171|defraudar, evadir pago, saltar un requisito (traducción dudosa)|VruiT|||||
19172|beber (alcohol)|VruiT|||||
19173|escupir en (una persona)|VruiT|||||
19174|golpear la bola al final del bate (béisbol)|VruiT|||||
19175|colgar (algo) en (algo), ponerse ropa|VruiT|||||
19176|enganchar, atrapar, entrampar|VruiT|||||
19177|defraudar, evadir pago, saltar un requisito (traducción dudosa)|VruiT|||||
19178|beber (alcohol)|VruiT|||||
19179|escupir en (una persona)|VruiT|||||
19180|golpear la bola al final del bate (béisbol)|VruiT|||||
19181|colgar (algo) en (algo), ponerse ropa|VruiT|||||
19182|enganchar, atrapar, entrampar|VruiT|||||
19183|defraudar, evadir pago, saltar un requisito (traducción dudosa)|VruiT|||||
19184|beber (alcohol)|VruiT|||||
19185|escupir en (una persona)|VruiT|||||
19186|golpear la bola al final del bate (béisbol)|VruiT|||||
19187|ocultar, esconder, guardárselo para uno mismo|VruiT|||||
19188|fascinar, atraer, halar (en una puerta)|VruiT|||||
19189|tener una convulsión|VruiT|||||
19190|fascinar, atraer, detenerse (en una puerta)|VruiT|||||
19191|tener una convulsión|VruiT|||||
19192|fascinar, atraer, detenerse (en una puerta|VruiT|||||
19193|tener una convulsión|VruiT|||||
19194|apretar, agarrotarse, reforzar, esforzar, apretar, ponerse rígido, reforzar, presionar|VruiT|||||
19195|apremiar, acelerar, apresurar, precipitar, apresurar, acelerar, apurar, precipitar|VruiT|||||
19196|reventar, desharcerse, deshilvanarse|VruiI|||||
19197|llegar a ser civilizado, llegar a extenderse, estar al día|VruiI|||||
19198|aprovechar, beneficiarse de|VruiI|||||
19199|aprovechar, beneficiarse de|VruiI|||||
19200|impresionar (a alguien)|VruiT|||||
19201|sobrepasarse, irse de largo|VruiI|||||
19202|parafrasear, cambiar las palabras|VruiT|||||
19203|monopolizar, acaparar|VruiT|||||
19204|reflejar|VruiT|||||
19205|conformar|VruiI|||||
19206|inclinar|VruiT|||||
19207|concluir, conjeturar, presumir, regañar|VruiT|||||
19208|matar|VruiT|||||
19209|agarrar duramente|VruiT|||||
19210|valorar, respetar|VruiT|||||
19211|hablar en sentido figurado, hacer alegoría a|VruiT|||||
19212|calmar, apaciguar, seguirle la corriente a alguien|VruiT|||||
19213|cocerse|VruiI|||||
19214|perseguir, correr detrás de, seguir|VruiT|||||
19215|adular, hacer la barba, halagar|VruiT|||||
19216|sobrepasar, superar, vencer|VruiI|||||
19217|alejar, repeler, rechazar, remover, hacer a un lado, quitar del paso|VruiT|||||
19218|envejecerse, madurar|VruiI|||||
19219|levantar, registrar, servir(comida)|VruiT|||||
19220|condensar, pensar a fondo, definir|VruiT|||||
19221|decaer, menguar, debilitarse|VruiI|||||
19222|gobernar, manejar|VruiT|||||
19223|someter|VruiT|||||
19224|conquistar, dominar, abarcar|VruiT|||||
19225|pelar, salir afuera, estar despegando|VruiI|||||
19226|enredarse, trabarse, complicarse|VruiI|||||
19227|apoyarse, reclinarse, caer pesado (comida)|VruiI|||||
19228|pelearse, reñir, enemistarse|VruiI|||||
19229|estar fascinado (por), ver algo con fascinación, estar encantado|VruiI|||||
19230|no quitar la vista, seguir con la vista|VruiT|||||
19231|aguantar, durar, resistir|VruiT|||||
19232|detener, frenar|VruiT|||||
19233|fallar la vista, estar irreconocible|VruiT|||||
19234|escarmentar, aprender del pasado, curtirse|VruiI|||||
19235|aguardar, esperar|VruiT|||||
19236|estar lleno de ilusión, estar impaciente|VruiT|||||
19237|acechar, aguardar, estar a la expectativa|VruiT|||||
19238|quedar con alguien, reunirse, encontrarse|VruiI|||||
19239|mezclar, combinar|VruiT|||||
19240|intercambiar (palabras, fuego, etc)|VruiT|||||
19241|cruzar (espadas)|VruiT|||||
19242|confundirse, camuflarse, distraerse|VruiI|||||
19243|pegarse, adjuntarse, anexarse|VruiI|||||
19244|congelarse|VruiI|||||
19245|ser cauteloso, prestar atención, tener cuidado|VruiI;CE|||||
19246|prohibir|VruiT|||||
19247|brillar, estar claro, asombrar|VruiI|||||
19248|despertar, despertarse, levantarse|VruiI|||||
19249|volver a estar sobrio, despejarse, recuperar la conciencia (ej. después de la anestesia)|VruiI|||||
19250|estar desilusionado|VruiI|||||
19251|ser el primero|VruiI|||||
19252|oxidarse|VruiI|||||
19253|abastecer, adquirir, acumular|VruiT|||||
19254|entumirse|VruiI|||||
19255|vestirse, lucirse, engalanarse|VruiI|||||
19256|estrechar, reducir|VruiT|||||
19257|confiar a, dedicarse a, abandonarse uno mismo a|VruiT|||||
19258|leer en voz alta|VruiT|||||
19259|llamar, hacer un llamado|VruiT|||||
19260|adelgazar, perder peso|VruiI|||||
19261|ser estéril|VruiI|||||
19262|distinguir, discernir|VruiT|||||
19263|disculparse|VruiI|||||
19264|diluir, desvanecer, rebajar|VruiT|||||
19265|estar agotado (e.g. un producto)|VruiI|||||
19266|preocuparse, inquietarse, sufrir, padecer|VruiT|||||
19267|envanecerse, ensimismarse, ensoberbecerse|VruiI|||||
19268|animarse, enfiestarse|VruiI|||||
19269|estar bloqueado, estar atascado, estar obstruido, sentir una presión en el pecho|VruiI|||||
19270|informar|VruiT|||||
19271|lanzar, tirar, aventar, abandonar|VruiT|||||
19272|ser hipnotizado, ser influenciado|VruiI|||||
19273|recitar, cantar, dirigir una llamada a|VruiT|||||
19274|amarrar, atar, archivar|VruiT|||||
19275|lograr, alcanzar, conseguir|VruiT|||||
19276|chochear, atolondrarse, hacerse el sueco, hacerse el tonto, hacerse el despistado, tontear, hacer el tonto, fingir inocencia|VruiI|||||
19277|descender volando o de un brinco, arrojarse a, saltar a|VruiI|||||
19278|llevar, portar|VruiT|||||
19279|suplir, reemplazar, relevar|VruiT|||||
19280|colgarse, suspenderse, combarse|VruiI|||||
19281|impregnarse, absorberse|VruiI|||||
19282|preparar, tener listo, proveer, equipar|VruiT|||||
19283|ofrendar, tributar|VruiT|||||
19284|elevarse|VruiI|||||
19285|apaciguar, suprimir, calmar, contener, reprimir, sujetar, calmar|VruiT|||||
19286|subyugar, someter, hacerse seguir o acompañar|VruiT|||||
19287|secarse, marchitarse|VruiI|||||
19288|extinguirse, terminarse, cortarse|VruiI|||||
19289|hacer de cualquier manera, llevar a cabo de malas maneras, sacudir, zumbar, zurrar, derrotar, dar de leches, batir, atacar, acabar|VruiT|||||
19290|poner a reposar, madurar (ideas), dejar dormir|VruiT|||||
19291|descubrir, encontrar (e.g. un error en un libro), dar con, detectar|VruiT|||||
19292|localizar, encontrar (e.g. algo perdido)|VruiT|||||
19293|estar acostumbrado a ver, estar familiarizado con, encontrar, hallar, descubrir|VruiT|||||
19294|abatir de un disparo, matar a tiros, capturar, apresar, conseguir|VruiT|||||
19295|ordenar un envío, despachar|VruiT|||||
19296|hacer un atado, gobernar, manejar, controlar, administrar|VruiT|||||
19297|ser recompensado, ser gratificado|VruiI|||||
19298|pedir, solicitar, protestar, quejarse|VruiT|||||
19299|ofrecer, solicitar|VruiT|||||
19300|elevar, exaltar, avivar, alegrar|VruiT|||||
19301|estallar en brotes, brotar|VruiI|||||
19302|alabar, admirar, elogiar|VruiT|||||
